tipo_informe,seccion,criterio,pregunta,texto,score,justificacion,model_name,pipeline_version,criteria_version,timestamp
institucional,Diagnóstico sobre los OEI priorizados con bajo nivel de cumplimiento,Claridad y coherencia,¿El análisis de resultados de los OEI priorizados es claro (se entiende al leerla)?,,3,"Para este IE, la entidad eligió no priorizar sus OE. ",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Diagnóstico sobre los OEI priorizados con bajo nivel de cumplimiento,Claridad y coherencia,¿El análisis de resultados de los OEI priorizados por su nivel crítico es coherente en relación con sus AEI?,,2,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Diagnóstico sobre los OEI priorizados con bajo nivel de cumplimiento,Pertinencia,¿El análisis de los OEI priorizados es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,3,"Como no se priorizaron OEI, puntaje es igual al criterio anterior",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Estructura,¿El IEI 2023 contiene una sección en la que se analiza el nivel de avance en la implementación de todas las AEI?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Claridad y coherencia,¿El análisis de la implementación de todas las AEI es claro (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Claridad y coherencia,¿El análisis de resultados de las AEI es coherente en relación con sus indicadores y AO e inversiones?,,2,"El análisis considera los indicadores, pero no las AO e inversiones",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Pertinencia,¿El análisis de la implementación de todas las AEI es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,2,No menciona factores en esta sección,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Estructura,¿El IEI 2023 contiene una sección en donde se aborda el análisis de la implementación de las AEI de los OEI priorizados?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Claridad y coherencia,¿El análisis de la implementación de las AEI de los OEI priorizados es claro (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Claridad y coherencia,¿El análisis de implementación de las AEI de los OEI priorizados es coherente (hay un hilo conductor entre las AEI y los OEI)?,,1,Se realiza el análisis de las AEI priorizadas pero sin realizar una vinculación con la situación de sus respectivos OEI,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Pertinencia,¿El análisis de la implementación de las AEI de los OEI priorizados es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Estructura,¿El IEI 2023 contiene una sección en donde se aborda el análisis de los productos a través de los cuales se concretan las AEI críticas?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Claridad y coherencia,¿El análisis de implementación de los productos a través de los cuáles se concretan las AEI críticas es claro (se entiende al leerla)?,,3,Se ha realizado el análisis sobre las AEI priorizadas (no sobre las críticas),gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Claridad y coherencia,¿El análisis de implementación de los productos a través de los cuáles se concretan las AEI críticas es coherente (hay una correcta vinculación entre los productos y las AEI)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Pertinencia,¿El análisis de implementación de los productos a través de los cuáles se concretan las AEI críticas es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Estructura,¿El IEI 2023 contiene una sección en donde se aborda el análisis de las AO e inversiones de las AEI críticas?,,0,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Claridad y coherencia,¿El análisis de implementación de las actividades operativas de las AEI críticas es claro (se entiende al leerla)?,,0,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Claridad y coherencia,¿El análisis de implementación de las AO e inversiones de las AEI críticas es coherente (hay un hilo conductor entre las AO y AEI)?,,0,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Pertinencia,¿El análisis de implementación de las AEI críticas es pertinente con el avance de sus AO e inversiones (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,0,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Aplicación de las recomendaciones para mejorar la implementación de las AEI,Estructura,¿El IEI 2023 contiene una sección en donde se describe la aplicación de las recomendaciones obtenidas de la última evaluación semestral?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Aplicación de las recomendaciones para mejorar la implementación de las AEI,Claridad y coherencia,¿La descripción de la forma en la que se han aplicado las recomendaciones de la última evaluación semestral es clara (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Aplicación de las recomendaciones para mejorar la implementación de las AEI,Claridad y coherencia,¿La descripción de la forma en la que se han aplicado las recomendaciones de la última evaluación semestral es coherente (hay relación entre las recomendaciones aplicadas y los resultados obtenidos)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Estructura,"¿El IEI 2023 contiene una sección en donde se aborda, a través de juicios de valor, el logro alcanzado en los OEI y sus aprendizajes?",,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Claridad y coherencia,¿El desarrollo de las conclusiones respecto de los logros en los OEI y sus aprendizajes es claro (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Claridad y coherencia,¿El desarrollo de las conclusiones respecto de los logros en los OEI y sus aprendizajes es coherente (hay relación entre lo desarrollado en el informe y las conclusiones a las que se llega)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Pertinencia,¿El desarrollo de las conclusiones respecto de los logros en los OEI y sus aprendizajes es pertinente (sintetiza los principales hallazgos del informe de evaluación)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Recomendaciones,Estructura,¿El IEI 2023 contiene una sección en donde se abordan medidas preventivas y correctivas para garantizar el logro de los resultados de los OEI en el siguiente periodo de implementación del PEI?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Recomendaciones,Claridad y coherencia,¿El desarrollo de las medidas preventivas y correctivas para garantizar el logro de los resultados de los OEI es claro (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Recomendaciones,Claridad y coherencia,¿El desarrollo de las medidas preventivas y correctivas para garantizar el logro de los resultados de los OEI es coherente (hay relación entre los hallazgos y las recomendaciones establecidas)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Recomendaciones,Pertinencia,"¿El desarrollo de las recomendaciones es pertinente considerando elementos como: aspectos de mejora, unidades orgánicas responsables y plazos?",,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Anexos,Estructura,"¿El IEI 2023 contiene una sección en donde se presentan la matriz de compromisos, el reporte de seguimiento del PEI/POI?",,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Resumen Ejecutivo,Estructura,"¿El IEI 2023 contiene una sección en donde se sintetiza el avance en la implementación de las AEI, conclusiones y recomendaciones obtenidos en la evaluación?",,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Resumen Ejecutivo,Claridad y coherencia,"¿La síntesis del avance de implementación de las AEI, conclusiones y recomendaciones es claro (se entiende al leerla)?",,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Resumen Ejecutivo,Claridad y coherencia,"¿La síntesis del avance de implementación de las AEI, conclusiones y recomendaciones muestra coherencia en su presentación?",,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Prioridades de la política institucional,Estructura,¿El IEI 2023 contiene una sección en la que se describe la misión de la entidad y las principales prioridades de su política institucional?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Prioridades de la política institucional,Estructura,¿El IEI 2023 contiene una sección en la que se presenta la priorización realizada en el paso de delimitación del alcance de la evaluación?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Prioridades de la política institucional,Claridad y coherencia,¿La descripción de la misión de la entidad y las prioridades de la política institucional es clara y coherente?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Prioridades de la política institucional,Claridad y coherencia,¿La priorización en la delimitación del alcance de la evaluación es clara y coherente?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de resultados de los objetivos estratégicos institucionales (OEI),Estructura,¿El IEI 2023 contiene los principales resultados de cada uno de sus OEI?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de resultados de los objetivos estratégicos institucionales (OEI),Claridad y coherencia,¿El análisis de resultados de los OEI es claro (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de resultados de los objetivos estratégicos institucionales (OEI),Claridad y coherencia,¿El análisis de resultados de los OEI es coherente con la misión y prioridad institucional de la entidad?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de resultados de los objetivos estratégicos institucionales (OEI),Pertinencia,¿El análisis de los resultados de cada objetivo estratégico es pertinente para alcanzar los resultados misionales de la entidad (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,4,Desarrollo muy bien los factores limitantes y también que han contribuido al resultado de los objetivos.,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Diagnóstico sobre los OEI priorizados con bajo nivel de cumplimiento,Estructura,"¿El IEI 2023 contiene una sección en la que se analiza los OEI priorizados por su nivel crítico de resultados, en relación con sus AEI?",,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Diagnóstico sobre los OEI priorizados con bajo nivel de cumplimiento,Claridad y coherencia,¿El análisis de resultados de los OEI priorizados es claro (se entiende al leerla)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Diagnóstico sobre los OEI priorizados con bajo nivel de cumplimiento,Claridad y coherencia,¿El análisis de resultados de los OEI priorizados por su nivel crítico es coherente en relación con sus AEI?,,3,Justamente desarrolla esta relación,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Diagnóstico sobre los OEI priorizados con bajo nivel de cumplimiento,Pertinencia,¿El análisis de los OEI priorizados es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,3,"Se desarrolla adecuadamente que hay poca vinculación de los AEI con los OEI, lo cual da pie a generar sugerencias en la reforumlación de las actividades y procesos de implementación. Sin embargo, para el OEI 01 no se desarrolla al 100% este detalle.",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Estructura,¿El IEI 2023 contiene una sección en la que se analiza el nivel de avance en la implementación de todas las AEI?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Claridad y coherencia,¿El análisis de la implementación de todas las AEI es claro (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Claridad y coherencia,¿El análisis de resultados de las AEI es coherente en relación con sus indicadores y AO e inversiones?,,3,"El análisis considera los indicadores, pero no las AO e inversiones.",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las acciones estratégicas institucionales (AEI),Pertinencia,¿El análisis de la implementación de todas las AEI es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,4,"Se mencionaron factores limitantes y hallazgos que incideron en el cumplimiento sobre las AEI, e inclusive dan pie de reformulaciones en algunos indicadores.",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Estructura,¿El IEI 2023 contiene una sección en donde se aborda el análisis de la implementación de las AEI de los OEI priorizados?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Claridad y coherencia,¿El análisis de la implementación de las AEI de los OEI priorizados es claro (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Claridad y coherencia,¿El análisis de implementación de las AEI de los OEI priorizados es coherente (hay un hilo conductor entre las AEI y los OEI)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de implementación de las AEI de los OEI priorizados,Pertinencia,¿El análisis de la implementación de las AEI de los OEI priorizados es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,2,"No se desarolló factores explicativos para cada AEI, sólo se describio el  comportamiento de los indicadores asociados a cada AEI.",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Estructura,¿El IEI 2023 contiene una sección en donde se aborda el análisis de los productos a través de los cuales se concretan las AEI críticas?,,1,Se hace para todas las AEI,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Claridad y coherencia,¿El análisis de implementación de los productos a través de los cuáles se concretan las AEI críticas es claro (se entiende al leerla)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Claridad y coherencia,¿El análisis de implementación de los productos a través de los cuáles se concretan las AEI críticas es coherente (hay una correcta vinculación entre los productos y las AEI)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de los productos de la AEI,Pertinencia,¿El análisis de implementación de los productos a través de los cuáles se concretan las AEI críticas es pertinente (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,3,"No se desarrollan factores y hallazgos en todas las AEI, en algunas sólo de describe el comportamiento del producto.",gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Estructura,¿El IEI 2023 contiene una sección en donde se aborda el análisis de las AO e inversiones de las AEI críticas?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Claridad y coherencia,¿El análisis de implementación de las actividades operativas de las AEI críticas es claro (se entiende al leerla)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Claridad y coherencia,¿El análisis de implementación de las AO e inversiones de las AEI críticas es coherente (hay un hilo conductor entre las AO y AEI)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Análisis de la ejecución operativa en las AEI críticas,Pertinencia,¿El análisis de implementación de las AEI críticas es pertinente con el avance de sus AO e inversiones (detalla los principales hallazgos y factores que influyeron en su cumplimiento)?,,3,No se mencionan factores en todas las AO que limitaron su avance pero sí se mencionan hallazgos que permiten ver desvinculación y hacer la reformulación correspondiente.,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Aplicación de las recomendaciones para mejorar la implementación de las AEI,Estructura,¿El IEI 2023 contiene una sección en donde se describe la aplicación de las recomendaciones obtenidas de la última evaluación semestral?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Aplicación de las recomendaciones para mejorar la implementación de las AEI,Claridad y coherencia,¿La descripción de la forma en la que se han aplicado las recomendaciones de la última evaluación semestral es clara (se entiende al leerla)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Aplicación de las recomendaciones para mejorar la implementación de las AEI,Claridad y coherencia,¿La descripción de la forma en la que se han aplicado las recomendaciones de la última evaluación semestral es coherente (hay relación entre las recomendaciones aplicadas y los resultados obtenidos)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Estructura,"¿El IEI 2023 contiene una sección en donde se aborda, a través de juicios de valor, el logro alcanzado en los OEI y sus aprendizajes?",,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Claridad y coherencia,¿El desarrollo de las conclusiones respecto de los logros en los OEI y sus aprendizajes es claro (se entiende al leerla)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Claridad y coherencia,¿El desarrollo de las conclusiones respecto de los logros en los OEI y sus aprendizajes es coherente (hay relación entre lo desarrollado en el informe y las conclusiones a las que se llega)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Conclusiones,Pertinencia,¿El desarrollo de las conclusiones respecto de los logros en los OEI y sus aprendizajes es pertinente (sintetiza los principales hallazgos del informe de evaluación)?,,4,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Recomendaciones,Estructura,¿El IEI 2023 contiene una sección en donde se abordan medidas preventivas y correctivas para garantizar el logro de los resultados de los OEI en el siguiente periodo de implementación del PEI?,,1,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Recomendaciones,Claridad y coherencia,¿El desarrollo de las medidas preventivas y correctivas para garantizar el logro de los resultados de los OEI es claro (se entiende al leerla)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
institucional,Recomendaciones,Claridad y coherencia,¿El desarrollo de las medidas preventivas y correctivas para garantizar el logro de los resultados de los OEI es coherente (hay relación entre los hallazgos y las recomendaciones establecidas)?,,3,Evaluación omitida por calidad insuficiente del prompt (0.65).,gpt-4o-mini,0.1.0,2024.1,2025-10-27T08:24:54.327944
